,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
44906,0,1,3.6,42,22,13,38,300.0,7602
44907,0,1,3.7,74,29,7,38,300.0,7603
44908,0,1,3.7,15,29,2,330,500.0,7604
44909,0,1,4.0,1113,62,7,333,500.0,0
44910,0,1,3.6,17,29,7,345,450.0,7605
44911,0,0,4.3,451,29,0,934,1200.0,0
44913,0,1,3.0,40,29,7,225,400.0,7606
44914,0,1,3.2,87,45,2,308,600.0,7607
44915,0,1,4.3,1235,29,0,2205,1200.0,7608
44916,0,1,3.2,50,45,7,350,300.0,7230
44917,0,1,4.1,298,29,0,1721,800.0,0
44918,0,1,3.4,23,74,13,308,350.0,0
44919,0,0,4.8,1781,29,0,1355,1200.0,0
44920,0,0,4.6,5446,29,0,933,1600.0,7609
44921,0,1,4.2,985,29,0,1023,1100.0,7610
44922,0,1,4.0,64,29,7,29,400.0,0
44923,0,1,3.9,164,28,2,71,250.0,7611
44924,0,1,3.6,8,45,7,54,250.0,5127
44925,0,1,3.5,435,30,7,267,500.0,0
44926,0,1,4.1,424,29,4,888,650.0,7612
44927,0,1,3.9,194,29,7,730,600.0,0
44928,0,1,3.7,47,74,7,634,150.0,0
44929,0,1,3.4,21,29,7,746,500.0,7613
44930,0,1,4.0,51,28,2,325,400.0,7614
44931,0,1,3.2,129,45,8,1233,400.0,5596
44932,0,1,4.6,1732,29,53,278,900.0,7615
44933,0,1,3.8,57,29,13,160,500.0,0
44934,0,1,4.0,215,48,15,92,100.0,0
44935,1,1,3.5,18,45,0,316,600.0,0
44936,0,1,4.1,453,29,0,937,700.0,0
44937,0,1,3.9,652,48,0,31,500.0,7616
44938,0,1,4.0,42,29,9,69,400.0,7617
44939,0,1,4.1,261,29,9,50,300.0,7618
44940,0,1,3.6,108,15,2,1792,500.0,7619
44941,0,1,4.0,183,29,0,972,600.0,7620
44942,0,0,4.4,1554,29,0,53,1700.0,7621
44943,0,1,4.1,112,74,2,28,500.0,7622
44944,0,1,3.2,426,75,0,2320,600.0,7623
44945,0,1,3.3,32,74,7,36,400.0,0
44946,0,1,4.0,262,28,16,738,400.0,7624
44947,0,1,4.0,269,29,40,2341,800.0,7625
44948,0,0,4.1,880,29,0,122,1200.0,7626
44949,0,0,4.2,255,29,0,473,800.0,7627
44950,0,1,4.7,1674,29,0,1863,1500.0,7628
44951,0,1,3.2,166,45,2,133,600.0,0
44952,0,0,4.5,1670,29,0,944,1300.0,7629
44953,0,1,4.0,27,29,0,557,700.0,7630
44954,0,1,4.0,571,29,25,66,400.0,7247
44955,0,1,4.0,690,48,0,311,750.0,7631
44956,0,1,4.0,528,47,7,1041,350.0,0
44957,0,0,3.9,58,29,2,2378,450.0,7632
44958,0,1,3.1,22,29,13,371,500.0,7633
44959,0,1,3.0,239,29,7,27,500.0,7634
44960,0,1,3.7,27,47,15,1865,200.0,7635
44961,0,1,3.5,124,48,13,1870,500.0,7636
44962,0,1,3.9,681,29,4,905,500.0,7637
44963,0,0,4.4,1522,29,28,2376,1500.0,0
44964,0,1,3.9,63,29,19,2342,500.0,7638
44965,0,1,3.6,54,29,7,5,500.0,7639
44966,0,1,4.1,198,29,0,1003,650.0,7640
44967,0,1,3.7,186,48,2,63,150.0,7641
44968,0,1,3.7,19,29,13,2384,300.0,7642
44969,0,1,4.4,593,74,2,220,800.0,7643
44970,0,1,4.3,3888,29,11,1866,1400.0,7644
44971,0,1,3.9,96,47,2,301,500.0,7645
44972,0,1,3.6,181,48,2,1869,350.0,0
44973,0,0,3.8,55,29,2,945,350.0,7646
44974,0,1,4.3,428,29,53,903,400.0,7647
44975,0,1,4.3,5352,29,59,886,600.0,7648
44976,0,1,3.8,170,75,2,38,500.0,0
44977,0,1,3.9,29,74,12,26,500.0,7649
44978,0,1,3.9,139,48,2,253,300.0,7650
44979,0,1,3.9,26,29,2,214,200.0,0
44980,0,1,3.9,260,29,0,38,650.0,0
44982,0,1,3.3,26,62,2,1393,400.0,7651
44983,0,1,3.9,38,48,7,5,400.0,7652
44984,0,1,3.0,25,29,2,314,250.0,7257
44985,0,1,3.9,203,29,2,33,400.0,0
44987,0,1,4.4,2699,29,9,2343,550.0,7258
44989,0,1,3.3,214,48,13,5,450.0,7653
44990,0,1,4.3,156,29,4,2385,600.0,7654
44991,0,1,4.1,174,29,15,66,400.0,7655
44992,0,1,4.2,217,29,9,198,500.0,0
44994,0,1,4.1,505,48,2,1640,300.0,7656
44995,0,1,3.8,27,75,2,5,450.0,7657
44996,0,1,3.4,18,29,2,115,500.0,7658
44997,0,0,4.4,139,29,0,1867,1200.0,7659
44998,0,1,4.2,232,29,0,850,1500.0,0
44999,0,1,3.6,57,28,2,783,500.0,7660
45000,0,1,4.4,1908,29,0,744,1800.0,0
45001,0,1,4.0,108,28,7,27,800.0,7661
45002,0,1,4.3,379,29,9,1830,400.0,7662
45003,0,1,3.0,64,45,9,1862,200.0,0
45004,0,1,3.9,553,29,0,261,800.0,0
45005,0,1,4.0,560,29,0,148,900.0,7663
45007,0,0,4.1,1856,29,28,1871,1100.0,7664
45008,0,1,3.7,22,28,12,26,600.0,7665
45009,0,1,3.2,23,15,2,5,150.0,7666
45010,0,1,2.9,331,45,7,100,600.0,7667
45011,0,1,4.1,1157,29,1,1832,500.0,7668
45012,0,1,3.7,271,29,7,206,500.0,7669
45013,0,1,4.0,331,48,2,38,500.0,0
45014,0,1,3.7,264,48,2,1868,450.0,0
45015,0,1,3.8,1850,29,0,132,800.0,7670
45016,0,1,4.1,132,48,15,108,250.0,7671
45017,0,1,2.8,97,29,0,349,600.0,0
45018,0,0,4.4,2579,29,0,946,1600.0,0
45019,0,1,3.0,40,29,7,33,600.0,7672
45020,0,1,3.9,327,28,0,308,600.0,0
45021,0,1,3.4,6,29,13,800,300.0,7673
45023,0,1,3.9,77,45,29,50,300.0,7674
45024,0,1,3.6,84,75,2,144,350.0,7675
45025,0,1,3.0,162,48,2,1954,400.0,7676
45026,0,1,4.0,151,48,0,233,800.0,0
45028,1,1,4.0,341,29,2,879,800.0,0
45029,0,1,3.5,293,15,0,2386,550.0,7677
45030,0,1,0.0,0,29,7,1885,400.0,7678
45031,0,1,3.8,170,48,2,2387,550.0,7679
45032,0,1,3.7,72,29,4,18,900.0,7680
45033,0,1,2.7,30,29,13,843,500.0,7681
45034,0,1,4.0,74,29,9,50,350.0,7682
45035,0,1,3.3,14,29,2,53,300.0,7683
45036,0,1,4.3,195,29,4,1969,400.0,7684
45037,0,1,2.7,290,29,0,2095,600.0,0
45038,0,1,4.3,267,48,7,342,400.0,0
45039,0,1,3.7,112,48,2,1877,450.0,7685
45040,0,1,3.5,10,45,2,1873,200.0,7686
45041,0,1,4.0,48,29,2,2344,200.0,7687
45042,0,1,3.5,11,75,2,63,400.0,0
45043,0,1,3.1,149,45,2,959,200.0,7272
45044,0,1,4.0,292,29,9,69,300.0,7688
45045,0,0,4.1,1503,29,0,977,1500.0,0
45046,0,1,3.4,334,29,0,970,550.0,7274
45047,0,1,3.8,134,15,2,5,200.0,0
45048,0,1,3.5,21,29,2,128,500.0,0
45049,0,1,3.5,8,48,9,1880,400.0,7689
45050,0,1,4.0,71,29,0,1369,750.0,7690
45051,0,1,3.9,87,29,4,171,450.0,7691
45052,0,1,4.2,1216,29,4,1336,600.0,7692
45053,0,1,2.7,125,29,2,2130,500.0,7693
45054,0,1,3.1,68,22,2,47,400.0,7694
45055,0,1,3.5,217,74,0,1062,650.0,7695
45056,0,0,0.0,0,29,0,1727,1000.0,7696
45057,0,1,3.8,26,29,0,333,500.0,7697
45059,0,1,3.3,11,15,2,1892,500.0,7698
45060,0,1,4.4,282,29,9,125,300.0,7699
45061,0,1,3.9,34,47,2,5,300.0,5255
45062,0,1,3.8,25,75,15,191,400.0,7700
45063,0,1,3.7,30,36,12,441,300.0,7701
45064,0,0,3.9,1488,29,0,5,600.0,7702
45066,0,0,3.6,598,29,0,2388,800.0,7703
45067,0,0,4.2,3305,29,0,1815,1400.0,7704
45069,0,1,4.4,542,28,7,467,600.0,0
45070,0,1,3.3,11,28,2,35,150.0,0
45071,0,1,3.9,90,74,7,467,200.0,7705
45072,1,1,3.7,17,75,2,2328,200.0,0
45073,0,1,3.0,7,15,2,36,400.0,0
45074,0,1,3.6,21,22,9,43,450.0,0
45075,0,1,4.0,739,29,2,947,500.0,7706
45076,0,1,3.8,33,28,13,786,500.0,7707
45077,0,1,4.1,338,29,3,12,800.0,7708
45078,0,1,3.7,19,29,0,5,750.0,7709
45079,0,1,2.8,53,29,2,38,300.0,0
45080,0,1,3.7,128,75,0,263,600.0,0
45081,1,1,3.4,14,15,2,383,150.0,0
45082,0,1,3.6,18,74,2,33,200.0,7710
45084,0,1,3.3,5,29,2,63,200.0,1995
45085,0,1,3.4,94,15,2,473,300.0,0
45086,0,0,4.3,695,29,0,252,1000.0,7711
45087,0,1,2.9,40,29,7,748,600.0,7712
45088,0,1,3.0,570,29,0,1558,400.0,0
45089,0,1,3.1,8,47,2,5,300.0,7713
45090,0,1,3.5,229,29,2,5,350.0,7714
45091,0,1,3.6,38,29,2,5,350.0,7715
45092,0,1,2.8,420,28,0,248,700.0,7716
45093,0,1,4.1,42,45,54,467,400.0,7717
45094,0,1,2.6,27,29,2,63,500.0,0
45095,0,1,3.8,724,29,0,2345,500.0,7718
45096,0,1,3.5,22,29,2,144,200.0,2710
45097,0,1,3.7,22,15,0,215,800.0,7719
45098,0,1,3.1,17,74,2,1899,300.0,7720
45099,0,1,4.2,580,29,2,952,400.0,7721
45100,0,1,3.1,54,29,7,245,500.0,7722
45101,0,1,3.4,12,27,7,29,500.0,7723
45102,0,1,3.6,37,27,7,79,400.0,7724
45103,0,1,3.4,27,29,12,467,400.0,0
45104,0,1,4.0,282,48,0,1878,700.0,7725
45105,0,1,3.7,127,47,13,1480,300.0,0
45107,0,1,3.7,244,29,0,262,800.0,7726
45108,0,1,4.0,241,29,0,1043,500.0,0
45109,0,1,3.6,12,74,13,43,300.0,7727
45110,0,0,4.0,861,29,0,1812,1200.0,7728
45111,0,1,3.5,62,74,2,63,250.0,7729
45112,0,1,3.7,24,29,40,42,300.0,7730
45113,0,1,2.9,228,48,23,415,250.0,7731
45114,0,1,3.4,12,29,9,54,100.0,7732
45115,0,1,3.0,167,28,2,35,500.0,7733
45116,0,1,3.5,14,29,7,5,400.0,0
45117,0,1,4.0,125,29,44,67,400.0,7734
45118,0,1,3.2,61,75,13,36,400.0,7735
45119,0,1,4.2,631,29,9,69,300.0,7736
45120,0,1,3.0,112,29,0,79,600.0,7737
45121,0,1,3.1,4,28,2,35,500.0,7738
45122,0,1,0.0,0,29,13,38,500.0,7739
45124,0,1,3.5,15,22,2,754,300.0,7740
45125,0,1,3.5,12,47,2,38,250.0,7741
45126,0,1,3.2,30,48,2,5,200.0,7742
45127,0,1,3.0,98,28,7,533,500.0,0
45128,0,1,3.7,24,29,13,1881,400.0,0
45130,0,1,3.2,5,29,7,53,200.0,7743
45131,0,1,2.5,56,29,13,53,700.0,7744
45132,0,0,4.2,97,29,0,233,1200.0,7745
45133,0,1,3.7,217,27,22,1538,450.0,0
45134,0,1,3.8,80,28,15,922,200.0,7746
45135,0,1,4.2,164,29,2,147,600.0,7747
45136,0,1,3.5,10,29,2,233,600.0,7748
45137,0,1,4.3,1331,29,1,15,1000.0,7749
45139,0,1,3.1,7,22,2,30,300.0,0
45140,0,1,3.9,84,29,9,1731,300.0,0
45141,0,1,3.7,47,28,9,43,250.0,0
45142,0,1,3.5,11,29,21,70,100.0,0
45143,0,1,3.2,254,48,0,1271,500.0,0
45144,0,1,3.2,43,29,2,5,300.0,7421
45145,1,1,3.5,8,36,2,38,200.0,0
45146,0,1,2.9,16,75,2,297,350.0,7750
45147,0,1,3.6,12,28,2,3,300.0,7751
45148,0,1,4.1,112,29,37,67,150.0,0
45149,1,0,3.5,43,28,0,233,700.0,0
45151,0,1,4.3,397,29,4,975,700.0,0
45153,0,1,3.9,190,48,2,34,250.0,0
45154,0,1,0.0,0,15,9,125,200.0,0
45156,1,1,3.6,20,74,2,5,300.0,0
45158,0,1,3.2,6,15,2,112,450.0,0
45159,0,1,3.7,23,29,2,418,100.0,7752
45160,0,0,4.2,217,45,0,1820,1500.0,4389
45161,0,0,4.1,147,29,4,987,700.0,0
45162,0,1,4.1,60,48,2,221,300.0,7753
45163,0,1,3.3,8,75,19,26,400.0,0
45164,0,0,4.3,771,29,3,916,1000.0,0
45165,0,1,3.2,14,75,2,49,500.0,0
45166,1,1,3.0,6,47,2,79,200.0,0
45167,0,1,4.1,124,29,35,20,450.0,0
45168,0,1,3.5,26,29,2,1006,250.0,7754
45169,0,1,3.5,39,29,15,2389,200.0,0
45170,0,1,3.6,27,29,2,1879,250.0,5715
45171,0,1,3.9,55,29,9,69,300.0,0
45172,0,1,3.9,54,29,2,213,200.0,7755
45173,0,1,3.8,48,29,13,1001,250.0,0
45174,0,1,3.4,9,45,2,1884,200.0,0
45175,0,1,3.7,33,29,16,199,250.0,0
45176,0,1,3.1,28,48,2,79,200.0,7756
45177,0,1,3.8,162,48,2,329,400.0,7757
45179,0,1,3.4,34,48,12,441,300.0,7758
45180,0,1,4.0,56,29,9,125,300.0,7759
45181,0,1,3.2,18,45,15,140,100.0,7760
45182,0,1,2.4,63,75,2,163,500.0,0
45183,0,1,3.8,70,75,0,333,750.0,0
45184,0,1,4.2,402,29,4,173,500.0,0
45185,0,1,3.1,96,28,2,38,450.0,0
45186,0,1,3.9,210,29,24,147,500.0,0
45187,0,1,3.3,9,29,2,233,300.0,0
45188,0,1,3.0,12,74,13,38,400.0,7761
45189,1,0,4.0,427,28,28,1824,1400.0,0
45191,0,1,3.5,34,36,2,104,200.0,0
45192,0,0,4.0,1021,29,0,5,1200.0,0
45193,0,1,3.4,20,22,13,382,250.0,7762
45194,1,1,3.7,33,36,2,1597,400.0,0
45195,0,1,4.0,223,29,2,647,400.0,0
45196,1,1,2.8,79,45,2,30,300.0,0
45197,0,1,3.6,120,28,0,79,550.0,0
45198,0,1,3.7,93,29,2,38,500.0,0
45199,0,1,3.2,115,75,0,2316,500.0,0
45200,0,1,3.2,25,75,9,43,300.0,7763
45201,0,1,3.6,23,47,2,647,300.0,0
45202,0,1,3.7,19,75,44,991,300.0,7019
45203,0,1,4.1,29,45,2,33,150.0,0
45204,0,1,3.9,45,29,2,33,150.0,0
45205,0,1,0.0,0,28,0,783,700.0,0
45206,0,1,3.8,42,29,12,26,400.0,0
45207,0,1,3.8,105,52,2,333,400.0,7764
45208,0,1,3.8,60,75,59,2318,450.0,7765
45209,0,1,3.7,42,47,2,79,300.0,7766
45210,1,1,3.7,287,28,0,820,450.0,0
45211,1,1,3.8,73,28,2,224,400.0,0
45213,0,1,3.7,32,29,2,30,500.0,0
45214,0,1,3.7,42,29,2,104,150.0,0
45215,1,1,3.7,15,28,12,26,200.0,0
45216,0,1,3.8,103,29,9,125,300.0,0
45217,0,0,3.7,59,29,0,53,1200.0,7767
45219,0,1,3.8,37,30,2,1306,200.0,0
45220,0,1,3.2,44,60,7,494,350.0,0
45221,0,1,3.8,139,29,28,262,750.0,0
45222,0,1,3.2,27,28,2,335,300.0,0
45223,0,1,3.1,4,75,2,38,350.0,0
45224,1,1,0.0,0,48,6,688,200.0,0
45225,0,1,3.3,4,28,12,54,300.0,7768
45226,0,1,3.7,16,15,34,5,300.0,0
45227,0,1,3.2,6,28,2,367,300.0,7769
45228,0,1,3.8,61,29,7,951,300.0,0
45229,0,1,3.8,93,75,13,473,300.0,0
45230,0,0,4.3,1258,29,35,1826,1000.0,0
45231,0,1,3.9,350,29,0,1891,450.0,0
45232,0,1,3.3,5,47,2,121,100.0,7770
45233,1,1,0.0,0,28,2,63,200.0,0
45234,0,1,3.6,21,74,13,1882,600.0,7771
45235,0,1,3.9,124,28,2,147,250.0,0
45236,1,1,3.3,4,15,34,1905,300.0,0
45237,1,1,3.3,4,45,2,2122,300.0,0
45238,0,1,3.9,44,28,2,160,200.0,0
45239,1,1,3.7,32,47,2,308,500.0,0
45240,0,1,3.7,156,29,2,5,300.0,0
45242,0,1,3.9,122,48,2,34,250.0,0
45243,0,1,3.5,25,48,9,441,500.0,7772
45245,1,1,3.3,4,28,2,494,400.0,0
45247,0,1,3.7,16,28,2,540,300.0,0
45248,0,1,2.5,66,29,2,1268,350.0,7773
45249,0,1,3.1,6,29,0,1046,600.0,7774
45251,0,1,3.2,17,29,2,245,500.0,0
45252,1,1,3.2,5,28,0,5,550.0,0
45253,1,0,3.9,172,28,14,1476,1900.0,0
45254,0,1,3.6,25,15,9,125,250.0,0
45255,0,1,4.1,142,29,4,1835,750.0,0
45256,1,1,3.4,14,28,2,1909,300.0,0
45257,0,1,3.4,30,47,7,1031,500.0,0
45258,1,1,3.7,39,28,0,38,700.0,0
45259,1,1,3.8,39,28,8,5,300.0,0
45260,0,1,3.5,33,36,2,38,600.0,0
45261,0,1,3.8,110,52,13,100,400.0,0
45262,1,1,3.8,67,29,2,149,200.0,0
45264,1,1,3.8,22,28,21,214,150.0,0
45265,1,1,3.4,28,28,2,148,350.0,0
45266,1,1,2.8,93,28,0,833,500.0,0
45269,0,0,3.8,300,29,0,122,1200.0,0
45270,0,1,3.3,11,29,2,33,100.0,0
45271,1,1,3.2,7,28,2,515,500.0,0
45274,1,1,3.3,4,28,7,54,700.0,0
45275,1,1,3.3,6,28,2,33,300.0,0
45276,1,1,0.0,0,28,2,148,400.0,0
45277,1,1,3.4,32,28,13,147,400.0,0
45278,0,1,4.1,374,48,2,34,150.0,0
45279,1,0,4.0,242,29,33,1029,1500.0,0
45280,1,1,3.3,7,45,7,981,200.0,0
45281,1,1,3.5,9,28,9,69,400.0,0
45284,0,0,4.1,348,28,42,245,900.0,7775
45287,1,1,2.7,50,28,2,165,400.0,0
45288,1,1,3.4,9,28,13,26,400.0,0
45290,0,1,3.5,6,45,2,79,200.0,0
45291,0,0,4.1,2099,29,0,369,800.0,0
45292,0,1,3.9,249,29,0,53,700.0,0
45293,0,1,3.5,6,28,12,54,500.0,0
45295,0,1,4.0,38,29,4,2346,700.0,0
45296,0,1,2.4,128,29,4,18,600.0,0
45297,0,1,2.7,19,27,7,5,300.0,0
45298,0,1,3.6,19,74,13,1916,500.0,7776
45299,0,1,4.2,1920,29,4,12,800.0,7777
45300,0,1,3.9,113,29,7,219,500.0,0
45302,0,1,3.4,10,22,2,2319,300.0,7778
45303,0,1,3.8,24,29,26,33,200.0,0
45304,1,1,4.0,2432,29,32,1037,2000.0,0
45305,1,1,3.2,4,28,2,29,200.0,0
45306,1,1,3.6,33,29,2,38,300.0,0
45307,0,1,3.3,8,45,2,5,400.0,0
45309,1,1,2.8,185,29,4,173,500.0,0
45310,0,1,3.8,410,29,2,317,350.0,0
45311,1,1,3.8,263,29,13,1048,700.0,0
45312,0,0,3.9,1387,29,4,1337,800.0,0
45313,1,1,2.6,91,29,2,29,300.0,0
45314,1,1,3.9,82,29,2,141,400.0,0
45315,1,1,4.1,76,29,10,26,400.0,0
45316,1,0,3.7,19,29,0,1886,800.0,0
45319,1,1,3.9,49,29,4,10,200.0,0
45320,1,1,3.9,71,29,13,54,200.0,0
45321,1,1,3.3,4,45,13,5,250.0,0
45324,1,1,3.6,15,9,7,506,300.0,0
45325,1,1,3.5,6,45,12,1912,300.0,0
45326,1,1,4.0,134,29,52,1839,600.0,0
45327,1,1,3.5,24,29,12,54,300.0,0
45328,1,1,3.4,7,45,2,2112,250.0,0
45329,1,1,3.7,20,45,10,26,600.0,0
45330,1,1,3.4,11,45,52,1844,400.0,0
45338,1,1,3.3,5,45,7,448,400.0,0
45340,1,1,3.7,28,29,7,26,350.0,0
45341,1,1,3.0,59,29,4,1840,500.0,0
45342,0,1,0.0,0,74,13,5,400.0,7779
45343,0,1,3.7,22,28,15,209,300.0,0
45344,0,1,3.7,25,28,2,1697,300.0,0
45345,0,1,3.2,4,29,2,843,250.0,0
45346,0,1,3.7,133,74,2,1081,500.0,0
45347,0,1,3.9,112,45,7,1792,150.0,0
45349,0,1,0.0,0,29,7,206,300.0,7780
45350,0,1,2.9,43,48,7,33,400.0,0
45351,0,0,4.2,1352,29,0,1741,1700.0,0
45352,0,1,3.9,54,75,9,69,400.0,0
45353,0,1,3.6,23,29,7,341,400.0,0
45355,1,0,4.2,241,29,49,1875,1500.0,0
45356,1,0,4.0,1806,45,78,2379,1600.0,0
45357,0,1,3.5,137,29,19,509,400.0,7781
45358,0,1,2.9,35,48,2,149,200.0,0
45359,1,0,4.0,984,29,33,1888,1400.0,0
45360,0,0,4.3,1799,29,0,298,900.0,7782
45361,1,1,2.4,25,45,17,1906,1000.0,0
45363,0,1,3.1,23,58,2,38,400.0,0
45364,0,1,2.7,23,28,12,54,400.0,0
45365,0,1,3.3,21,29,13,71,300.0,0
45366,1,1,4.1,1098,29,0,132,700.0,0
45367,1,0,4.2,956,29,28,231,800.0,0
45368,1,1,4.3,82,29,0,414,800.0,0
45369,1,1,4.2,820,29,0,820,900.0,0
45370,0,1,3.5,33,29,2,38,400.0,0
45371,1,0,4.2,215,29,0,1894,1500.0,0
45373,1,1,3.8,777,29,0,1369,650.0,0
45374,1,1,4.2,592,29,4,277,700.0,0
45375,0,1,0.0,0,29,4,2380,500.0,0
45376,0,1,0.0,0,29,7,1914,300.0,7783
45377,1,1,3.3,33,29,0,619,1100.0,0
45378,1,1,4.0,287,48,4,10,500.0,0
45379,1,1,3.9,146,29,13,1887,800.0,0
45380,1,1,3.7,125,29,2,38,300.0,0
45381,0,1,0.0,0,45,0,235,500.0,7784
45382,1,0,3.7,289,29,0,5,600.0,0
45383,1,1,3.4,4,15,2,33,200.0,0
45384,1,1,4.0,124,29,15,483,350.0,0
45385,1,1,3.7,20,29,2,1889,400.0,0
45386,0,1,3.8,18,45,4,1842,500.0,7785
45387,1,1,2.9,544,29,53,2382,600.0,0
45388,1,1,4.1,343,45,39,457,400.0,0
45389,1,1,3.8,731,29,2,33,200.0,0
45390,1,1,3.4,6,29,2,1890,400.0,0
45391,0,1,0.0,0,48,2,333,450.0,7786
45392,0,1,3.5,6,45,7,333,400.0,0
45393,1,1,3.7,35,29,7,1893,500.0,0
45394,1,1,3.9,155,29,4,12,700.0,0
45395,1,1,3.7,36,74,0,263,700.0,0
45397,1,1,3.3,6,29,13,1895,240.0,0
45399,1,1,3.6,219,48,2,104,150.0,0
45400,1,1,3.5,6,45,0,2377,600.0,0
45401,1,1,3.7,45,48,0,33,500.0,0
45402,1,1,4.0,215,29,24,730,400.0,0
45405,1,1,3.8,210,74,0,5,700.0,0
45406,0,1,4.1,135,29,29,50,400.0,7787
45407,1,1,3.0,10,45,2,540,500.0,0
45414,0,1,0.0,0,74,2,1742,450.0,7788
45419,1,1,3.4,16,45,2,27,500.0,0
45420,1,1,2.8,119,45,0,1910,450.0,0
45430,1,1,3.1,6,74,44,1911,300.0,0
45432,1,1,3.0,47,45,0,5,250.0,0
45433,1,1,3.4,46,45,0,5,1100.0,0
45434,1,1,3.5,25,48,2,33,200.0,0
45437,1,1,3.4,5,29,13,69,300.0,0
45438,1,1,2.9,31,48,2,76,400.0,0
45439,1,1,3.1,64,74,16,67,300.0,0
45440,1,1,3.7,70,48,2,568,200.0,0
45442,1,1,3.2,6,74,2,2390,300.0,0
45444,1,1,3.4,6,74,4,10,500.0,0
45449,1,1,3.2,4,49,2,221,200.0,0
45450,1,1,3.6,22,45,0,38,600.0,0
45451,1,1,3.0,106,15,2,146,500.0,0
45452,1,1,3.2,5,29,7,1902,400.0,0
45453,1,1,3.1,6,48,2,29,200.0,0
45454,1,1,3.4,7,29,4,12,600.0,0
45457,1,1,2.8,68,48,13,133,500.0,0
45465,1,1,3.5,12,48,13,533,500.0,0
45466,1,1,3.4,32,74,7,79,300.0,0
45468,1,1,0.0,0,29,7,2391,400.0,0
45469,1,1,3.5,14,45,9,69,100.0,0
45470,1,1,2.8,43,45,7,38,500.0,0
45472,1,1,2.7,16,48,2,5,200.0,0
45473,1,1,3.3,4,48,9,70,200.0,0
45474,1,1,3.9,391,45,2,331,500.0,0
45475,1,1,3.6,80,48,0,473,500.0,0
45476,1,1,0.0,0,29,13,63,150.0,0
45477,1,1,0.0,0,45,2,978,250.0,0
45478,1,1,0.0,0,29,13,448,300.0,0
45479,1,1,0.0,0,74,13,1913,300.0,0
45480,1,1,0.0,0,28,2,38,150.0,0
45483,1,1,3.3,10,15,2,978,250.0,0
45484,0,1,0.0,0,74,2,40,300.0,0
45486,0,1,3.1,45,29,7,27,450.0,0
45488,0,1,2.9,48,29,59,1163,500.0,0
45489,0,1,2.8,94,47,2,38,300.0,0
45490,1,1,3.1,7,36,2,29,300.0,0
45491,0,1,3.6,12,45,13,5,500.0,0
45493,0,1,0.0,0,45,2,3,500.0,7789
45495,0,0,4.0,284,62,28,1541,1500.0,0
45496,1,1,0.0,0,29,0,1044,2100.0,0
45497,1,1,3.4,25,45,0,1908,550.0,0
45498,0,1,0.0,0,29,13,5,300.0,0
45499,0,1,3.5,7,48,7,33,400.0,0
45500,0,1,4.1,367,45,0,1952,600.0,0
45501,0,1,4.4,542,28,7,467,600.0,0
45502,0,1,4.3,26,28,7,26,500.0,0
45503,0,1,4.0,262,28,16,738,400.0,7790
45504,0,1,4.1,102,28,16,67,400.0,7791
45505,1,1,3.7,15,28,12,26,200.0,0
45506,1,1,3.9,72,28,9,467,1200.0,0
45507,0,1,3.3,4,28,12,54,300.0,7768
45508,0,1,3.7,47,28,9,43,250.0,7792
45509,1,1,3.2,19,28,4,294,300.0,0
45510,0,1,3.8,139,28,53,1847,700.0,7590
45511,1,1,3.4,12,28,12,26,900.0,0
45512,1,1,3.7,16,28,21,70,200.0,0
45513,0,1,2.7,23,28,12,54,400.0,0
45514,0,1,3.5,6,28,12,54,500.0,7793
45515,0,1,3.7,22,28,12,26,600.0,7665
45516,0,1,0.0,0,28,12,54,500.0,7794
45517,0,1,3.8,80,28,15,922,200.0,7746
45520,1,1,3.3,4,28,7,54,700.0,0
45521,1,1,3.2,29,28,19,526,600.0,0
45522,1,1,3.4,9,28,13,26,400.0,0
45524,1,1,0.0,0,28,74,2392,100.0,0
45525,1,1,4.0,120,74,9,26,400.0,0
45526,0,1,3.9,90,74,7,467,200.0,0
45527,0,1,3.5,124,48,13,1870,500.0,7636
45528,0,1,2.9,228,48,23,415,250.0,7795
45530,0,1,3.6,12,74,13,43,300.0,0
45531,0,1,3.4,34,48,12,441,300.0,7758
45533,0,1,3.5,25,48,9,441,500.0,7796
45536,1,1,3.1,6,74,44,1911,300.0,0
45537,1,1,3.7,38,74,2,549,200.0,0
45538,1,1,3.4,9,74,20,67,200.0,0
45539,1,1,3.2,6,48,9,43,300.0,0
45540,1,1,3.1,64,74,16,67,300.0,0
45541,1,1,3.7,70,48,2,568,200.0,0
45542,1,1,3.4,6,74,4,10,500.0,0
45543,1,1,3.4,9,74,15,142,150.0,0
45544,0,0,4.8,1785,29,0,1355,1200.0,7797
45545,0,1,4.7,2174,29,9,43,400.0,7798
45546,1,1,4.4,1132,29,52,277,800.0,0
45547,0,1,4.6,1732,29,53,278,900.0,7799
45548,0,0,4.3,1258,29,35,1826,1000.0,7800
45549,1,1,4.6,945,29,9,443,200.0,0
45551,1,1,4.2,592,29,4,277,700.0,0
45552,0,1,4.4,96,29,9,50,400.0,7182
45553,0,1,4.4,282,29,9,125,300.0,7699
45554,0,1,4.0,571,29,25,66,400.0,7247
45555,0,1,4.3,429,29,53,903,400.0,7801
45556,0,1,4.3,379,29,9,1830,400.0,7802
45557,0,1,4.2,631,29,9,69,300.0,0
45558,0,1,4.3,132,29,9,69,300.0,7591
45559,0,1,4.1,124,29,35,20,450.0,7803
